,COD. IPRESS,NOMBRE IPRESS,PRODUCTO/SERVICIO,ENE21,FEB21,MAR21,ABR21,MAY21,JUN21,JUL21,AGO21,SEP21,OCT21,NOV21,DIC21
5012,8024,CLINICA CAYETANO HEREDIA,PARACETAMOL 500 mg TABLETA FARMINDUSTRIA CAJA TAB x 100 /,0.6,0.4,1.8,1.8,0.4,0.4,0.4,0,0,0,0,0
5013,18985,CLINICA SANTA MARTHA DEL SUR,PARACETAMOL 500 mg TABLETA FARMINDUSTRIA CAJA TAB x 100 /,0.15,0.42,0.42,0.42,0.42,0.42,0.42,0,0,0,0,0
5014,10109,JOCKEY SALUD,PARACETAMOL 500 mg TABLETA FARMINDUSTRIA CAJA TAB x 100 /,0.09,0,0.09,0,0.09,0,0.09,0.09,0,0,0,0
5015,16536,CLINICA BAHIA S.A.C.,PARACETAMOL 500 mg TABLETA FARMINDUSTRIA CAJA TAB x 100 /,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0
5016,17824,CLINICA MARIA HUARHUA,PARACETAMOL 500 mg TABLETA FARMINDUSTRIA CAJA TAB x 100 /,0,0,0.7,0.7,0.7,0.7,0,0,0,0,0,0
5017,24132,SANNA CENTRO CLÍNICO CHACARILLA,PARACETAMOL 500 mg TABLETA FARMINDUSTRIA CAJA TAB x 100 /,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0,0,0,0
5018,11395,CLINICA VIGO 2000 S. CIVIL DE R.L.,PARACETAMOL 500 mg TABLETA FARMINDUSTRIA CAJA TAB x 100 /,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0
5019,17493,CLINICA GAXAY E.I.R.L.,PARACETAMOL 500 mg TABLETA FARMINDUSTRIA CAJA TAB x 100 /,0,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0
5020,27214,CLINICA SAN PABLO AREQUIPA,PARACETAMOL 500 mg TABLETA FARMINDUSTRIA CAJA TAB x 100 /,0,1.35,1.35,0.37,0,0,0,18.42,0,0,0,0
5021,12671,CLINICA SAN PABLO SEDE HUARAZ,PARACETAMOL 500 mg TABLETA FARMINDUSTRIA CAJA TAB x 100 /,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,0,0,0
5022,8398,CLINICA EL GOLF,PARACETAMOL 500 mg TABLETA FARMINDUSTRIA CAJA TAB x 100 /,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,0,0
5023,26473,OBRA DE SAN CAMILO,PARACETAMOL 500 mg TABLETA FARMINDUSTRIA CAJA TAB x 100 /,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0
5024,12633,CLINICA JAVIER PRADO,PARACETAMOL 500 mg TABLETA FARMINDUSTRIA CAJA TAB x 100 /,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0,0,0,0
5025,18985,CLINICA SANTA MARTHA DEL SUR,PARACETAMOL 500 mg TABLETA FARMINDUSTRIA CAJA TAB x 100 /,0.15,0.42,0.42,0.42,0.42,0.42,0.42,0,0,0,0,0
5026,26080,SR DE TORRECHAYOC,PARACETAMOL 500 mg TABLETA INDUQUIMICA CAJA TAB x 100 /,0.4,0.4,3,3,0,3,3,0,0,0,0,0
5027,11338,PARDO,PARACETAMOL 500 mg TABLETA INDUQUIMICA CAJA TAB x 100 /,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0
5028,9602,MEDEX,PARACETAMOL 500 mg TABLETA INDUQUIMICA CAJA TAB x 100 /,0,0.19,0,0,0,0,0,0,0,0,0,0
5029,10723,HOSPITAL PRIVADO DEL PERU,PARACETAMOL 500 mg TABLETA INDUQUIMICA CAJA TAB x 100 /,50,50,50,50,50,50,50,50,0,0,0,0
5030,8281,CLUB DE LA SALUD,PARACETAMOL 500 mg TABLETA INDUQUIMICA CAJA TAB x 100 /,0,0,0,0.83,0.83,0.83,0.82,0,0,0,0,0
5031,12975,CL ESPECIALIDADES MEDICAS,PARACETAMOL 500 mg TABLETA INDUQUIMICA CAJA TAB x 100 /,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0
5032,9591,CLINICA LIMATAMBO CAJAMARCA S.A.C.,PARACETAMOL 500 mg TABLETA INDUQUIMICA CAJA TAB x 100 /,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0
5033,9641,CLINICA MUNDO SALUD SAC,PARACETAMOL 500 mg TABLETA INDUQUIMICA CAJA TAB x 100 /,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0
5034,21412,CLÍNICA MADRE DE CRISTO,PARACETAMOL 500 mg TABLETA INDUQUIMICA CAJA TAB x 100 /,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0
5035,10014,DR. VICTOR PAREDES,PARACETAMOL 500 mg TABLETA INDUQUIMICA CAJA TAB x 100 /,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0
5036,11241,CLINICA SAN VICENTE S.A.,PARACETAMOL 500 mg TABLETA INDUQUIMICA CAJA TAB x 100 /,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0
5037,11401,CLINICA SAN JUDAS TADEO,PARACETAMOL 500 mg TABLETA INDUQUIMICA CAJA TAB x 100 /,0.19,0.15,0.15,0,0,0,0,0,0,0,0,0
5038,25970,CLINICA REBAGLIATI,PARACETAMOL 500 mg TABLETA INDUQUIMICA CAJA TAB x 100 /,1.5,0,0,0,0,0,0,0,0,0,0,0
5039,10251,CLINICA MAISON DE SANTE DEL SUR,PARACETAMOL 500 mg TABLETA INDUQUIMICA CAJA TAB x 100 /,0,0,0,0.83,0.83,0.83,0,0,0,0,0,0
5040,10559,CLINICA DANIEL A. CARRION S.A.C.,PARACETAMOL 500 mg TABLETA IQFARMA CAJA TAB x 100 /,500,500,500,0,500,2,2,2,0,0,0,0
5041,26706,CLINICA UNION SAC.,PARACETAMOL 500 mg TABLETA IQFARMA CAJA TAB x 100 /,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0,0,0,0
5042,13373,CLINICA PERUANO AMERICANA S. A.,PARACETAMOL 500 mg TABLETA IQFARMA CAJA TAB x 100 /,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0,0,0
5043,25160,CLIN. DANIEL A. CARRION,PARACETAMOL 500 mg TABLETA IQFARMA CAJA TAB x 100 /,0,500,0,500,0,0,0,0,0,0,0,0
5044,13164,CLINICA SANTA MARIA DE CHIMBOTE S.A.C.,PARACETAMOL 500 mg TABLETA IQFARMA CAJA TAB x 100 /,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0
5045,10987,UROGINEC E.I.R.L.,PARACETAMOL 500 mg TABLETA IQFARMA CAJA TAB x 100 /,50,50,50,50,0,0.5,0.5,0.5,0,0,0,0
5046,8229,SERVIMEDICOS S.A.C.,PARACETAMOL 500 mg TABLETA IQFARMA CAJA TAB x 100 /,0,0.12,0.12,0.12,0,0,0,0,0,0,0,0
5047,9683,CLINICA PROSALUD,PARACETAMOL 500 mg TABLETA IQFARMA CAJA TAB x 100 /,0,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0
5048,10883,CLINICA SAN PEDRO,PARACETAMOL 500 mg TABLETA IQFARMA CAJA TAB x 100 /,0.73,0,0,0.73,0.73,0.73,0.73,0.73,0,0,0,0
5049,11803,CLINICA VIRGEN DEL ROSARIO SRL,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 100 /,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0
5050,12118,CLÍNICA MONTE HOREB S.A.,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 100 /,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0
5051,13164,CLINICA SANTA MARIA DE CHIMBOTE S.A.C.,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 100 /,0.56,0,0,0,0,0,0,0,0,0,0,0
5052,15963,LA CLINICA DE ICA DR. JULIO TATAJE BARRIGA SRL,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 100 /,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0
5053,10603,CLÍNICA MÉDICA CAYETANO HEREDIA,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 100 /,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0,0,0,0,0
5054,10251,CLINICA MAISON DE SANTE DEL SUR,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 100 /,0,0,0,0.83,0.83,0,0,0,0,0,0,0
5055,12170,SERVICIOS MEDICOS CLINICA SANTA ANITA SRL,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 100 /,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0
5056,24971,CENTRO MEDICO SOLIDARIO HUACHO,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 100 /,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0
5057,25061,HOSPITAL DE CLINICAS LAMBAYEQUE SAC,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 100 /,0,0,0,0,0,0,0.3,0.3,0,0,0,0
5058,8281,CLUB DE LA SALUD,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 100 /,0,0,0,0.83,0.83,0,0,0,0,0,0,0
5059,8269,SERVICIOS MEDICOS LIONEL FLORES E HIJOS SAC -,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 100 /,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0
5060,8786,CLINICA SAN JUAN DE DIOS,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 100 /,0,0.52,0.52,0.52,0.52,0.52,0.52,0,0,0,0,0
5061,27173,FAMISALUD SAC,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 100 /,5,5,5,5,0.5,0.5,0.5,0,0,0,0,0
5062,10603,CLÍNICA MÉDICA CAYETANO HEREDIA,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 100 /,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0,0,0,0,0
5063,27214,CLINICA SAN PABLO AREQUIPA,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 100 /,0.78,0.78,0.78,0.78,0,0,0,0,0,0,0,0
5064,14501,CLINICA SAN GABRIEL S.A.C.,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 500 /,0,0.92,0.92,0.92,0.92,0.92,0.92,0,0,0,0,0
5065,18450,CLÍNICA S. MORALES S.R.L,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 500 /,0,0,0,0,0,0.7,0.7,0.7,0,0,0,0
5066,15730,CLINICA SAN JUAN DE DIOS,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 500 /,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0,0,0,0,0
5067,9988,CLINICA SAN PABLO,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 500 /,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0,0,0,0
5068,10603,CLÍNICA MÉDICA CAYETANO HEREDIA,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 500 /,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0,0,0,0,0
5069,9409,CLINICA RICARDO PALMA,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 500 /,0.15,0.15,0.15,0.15,0.15,0,0,0,0,0,0,0
5070,11803,CLINICA VIRGEN DEL ROSARIO SRL,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 500 /,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0
5071,10883,CLINICA SAN PEDRO,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 500 /,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0,0
5072,27694,CHENET CLINICA ESPECIALIZADA,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 500 /,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0
5073,14509,CLINICA SAN MARTIN,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 500 /,3,3,3,3,3,3,3,3,0,0,0,0
5074,10603,CLÍNICA MÉDICA CAYETANO HEREDIA,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 500 /,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0,0,0,0,0
5075,9850,CLÍNICA VESALIO,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 500 /,0.12,1.31,1.31,0.28,0.73,0.73,0.73,0,0,0,0,0
5076,18404,CLINICA SAN PABLO TRUJILLO,PARACETAMOL 500 mg TABLETA JPS CAJA TAB x 500 /,0,0,0.95,1.35,1.35,1.35,1.35,1.35,0,0,0,0
5077,25598,CLINICA MATER PURISSIMA,PARACETAMOL 500 mg TABLETA PERUFARMA CAJA COMP x 100 /,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0
5078,12854,CLINICA ADVENTISTA ANA STAHL,PARACETAMOL 500 mg TABLETA PERUFARMA CAJA COMP x 100 /,0,0,0.08,0.08,0.08,0.08,0.08,0,0,0,0,0
5079,28448,CLINICA EMMEL,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0,0,0,0,0.1,0.1,0,0,0,0,0
5080,10109,JOCKEY SALUD,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0,0,0,0,0,0,0.09,0,0,0,0
5081,12765,SAN VICENTE,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0,0,0,0.4,0.4,0.4,0,0,0,0,0
5082,12761,CLINICA SAN LORENZO S.R.L.,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0
5083,12161,MACSALUD,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.4,0,0,0,0,0,0,0,0,0,0,0
5084,8151,CLÍNICA METROPOLITANA,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0
5085,15718,CLINICA SAN MARCOS,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0
5086,8519,CLINICA UNIVERSITARIA,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0
5087,16291,HOSPITAL MEGASALUD UNIVERSAL,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,2,2,2,2,2,2,2,0,0,0,0,0
5088,24425,CLÍNICA MEDICA SALAZAR,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0
5089,11592,CLINICA HUANUCO E-I-R-LTDA.,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0,0,0,1,1,1,1,0,0,0,0
5090,26935,CLÍNICA FÁTIMA,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0
5091,15963,LA CLINICA DE ICA DR. JULIO TATAJE BARRIGA SRL,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0
5092,9627,SAN MARTIN,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0
5093,9602,MEDEX,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0,0,0,0
5094,26080,SR DE TORRECHAYOC,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.3,0.3,0.3,0.3,0,0.3,0.3,0,0,0,0,0
5095,16951,CLINICA MADRE ZORAIDA,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0
5096,10777,CLINICA VIRGEN DEL PILAR SCRL,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,8,8,8,8,8,8,8,0,0,0,0
5097,15684,CLINICA GONZALEZ S.A.,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,0,0,0,0
5098,12262,CLÍNICA SANTA ROSA,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0
5099,9988,CLINICA SAN PABLO,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.48,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0,0,0,0
5100,11737,CLINICA SAN JUAN,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0
5101,18450,CLÍNICA S. MORALES S.R.L,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0,0.7,0.7,0.7,0,0,0,0,0,0,0
5102,16541,HOGAR CLINICA SAN JUAN DE DIOS-CUSCO,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0
5103,9437,CLINICA LIMATAMBO,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0,0,0,0
5104,10439,CENTRO CLINICO JESUS MARIA,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0
5105,25575,CENTRO CLÍNICO SAN NICOLAS,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0
5106,17824,CLINICA MARIA HUARHUA,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0,0,0,0.7,0,0,0,0,0,0,0
5107,21664,CLINICA DE ESPECIALIDADES VIRGEN DE COCHARCAS,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0
5108,16064,CLINICA PAZ HOLANDESA,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0,0,0,0.15,0,0.15,0,0,0,0,0
5109,24173,OXIGEN MEDICAL NETWORK,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0
5110,19748,CLINICA HIGUERETA,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0,0,0.4,0.4,0.4,0.4,0.4,0,0,0,0
5111,16005,CLINICA PARROQUIAL SAN FRANCISCO DE ASIS,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0
5112,9090,"CLINICA "" LIMATAMBO""",PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,0,0
5113,12220,CLINICA REAL LOS LAURELES SAC,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,5,5,5,5,5,5,5,5,0,0,0,0
5114,19176,CLINICA BOLIVAR S.A.C,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0,0,0,0,0
5115,25208,GRUPO CARITA FELIZ S.A.,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.15,0.15,0.15,0.15,0.15,0.15,0.12,0.12,0,0,0,0
5116,16148,CLINICA OLGUIN,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0,0
5117,18404,CLINICA SAN PABLO TRUJILLO,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0
5118,23151,CLINICA CORI,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,1,1,1,1,1,1,1,1,0,0,0,0
5119,11750,CLINICA LOS ANDES SAC,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0
5120,12219,CLINICA MONTESUR,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0,0,0,0,0,0.4,0.4,0,0,0,0
5121,17385,CLINICA SAN BARTOLOME,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0
5122,13165,CENTRO DE REPOSO SAN JUAN DE DIOS,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0,0,0,0
5123,13386,LAS CONDES SAC,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0,0,0,0
5124,27214,CLINICA SAN PABLO AREQUIPA,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,219.45,18.42,18.42,0,0,0,0,0,0,0,0
5125,11803,CLINICA VIRGEN DEL ROSARIO SRL,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0
5126,13165,CENTRO DE REPOSO SAN JUAN DE DIOS,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0,0,0,0
5127,9437,CLINICA LIMATAMBO,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0,0,0,0
5128,11466,CLINICA ISABEL,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 100 /,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0
5129,8108,HOSPITAL  DIOSPI SUYANA,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 30 /,0,0,14.66,14.66,0,0,0,0,0,0,0,0
5130,9144,CLINICA MEDICA ZEGARRA S.A.C.,PARACETAMOL 500 mg TABLETA PORTUGAL CAJA TAB x 30 /,0,0,0,0,1,1,1,1,0,0,0,0
5131,27462,CLINICA LA LUZ,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,1,1,1,1,1,1,1,0,0,0,0,0
5132,8730,BM CLINICA,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0,0,0,0,0,3,3,3,0,0,0,0
5133,17081,CLINICA SAN ANDRES,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,1,1,1,1,1,1,1,1,0,0,0,0
5134,12907,SANNA - CLINICA DEL SUR,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0,0,0,0,0
5135,25970,CLINICA REBAGLIATI,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0
5136,17588,MELO CLINICA DE REPRODUCCION Y GENETICA,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0
5137,15375,CLINICA SAN PEDRO S.A.C.,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0
5138,8229,SERVIMEDICOS S.A.C.,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0.12,0.12,0.12,0.12,0,0,0,0,0,0,0,0
5139,9250,CLINICA BELLAVISTA,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0.05,0.1,0.05,32.93,0.05,0.06,0.06,0,0,0,0,0
5140,11401,CLINICA SAN JUDAS TADEO,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0,0,0,0
5141,12457,CLINICA PROVIDA,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0,0,0,0,1,1,0,1,0,0,0,0
5142,25160,CLIN. DANIEL A. CARRION,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0,0.5,0,0.5,0,0,0,0,0,0,0,0
5143,15963,LA CLINICA DE ICA DR. JULIO TATAJE BARRIGA SRL,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0
5144,8398,CLINICA EL GOLF,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,0,0
5145,8108,HOSPITAL  DIOSPI SUYANA,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0,0,0,0.07,0.07,0.07,0.07,0.07,0,0,0,0
5146,10559,CLINICA DANIEL A. CARRION S.A.C.,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0,0
5147,10581,SANNA/SANCHEZ FERRER S.A.,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0
5148,9886,CLINICA SAN BORJA,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0.13,0.13,0.13,0.18,0.18,0.18,0.18,0,0,0,0,0
5149,12633,CLINICA JAVIER PRADO,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0,0,0,0
5150,8398,CLINICA EL GOLF,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,0,0
5151,9409,CLINICA RICARDO PALMA,PARACETAMOL 500 mg TABLETA QUIMICA SUIZA CAJA TAB x 100 /,0,0,0,0,0,0,0,0.15,0,0,0,0
5152,9886,CLINICA SAN BORJA,PARACETAMOL 500 mg TABLETA SANOFI AVENTIS CAJA TAB x 100 /,0.06,0.06,0.06,0.17,0.17,0.17,0.17,0,0,0,0,0
5153,11163,PERUANO SUIZA,PARACETAMOL 500 mg TABLETA SANOFI AVENTIS CAJA TAB x 100 /,0,0,0,0,0,0,1,1,0,0,0,0
5154,25930,CLINICA SANENS,PARACETAMOL 500 mg TABLETA SANOFI AVENTIS CAJA TAB x 100 /,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0,0,0,0
